Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
1719,110819,"T Wood","2014-08-20 02:44:04",0.50220,10,tommw1
1720,130704,998lmg,"2014-12-08 22:19:59",0.50224,1,user998lmg
1721,147105,RWL,"2015-02-18 15:34:10",0.50225,5,rwlucas
1722,138022,rrpaim,"2015-01-12 19:58:05",0.50254,11,rrpaim
1723,103778,WD,"2014-07-03 10:02:16",0.50270,9,wd1195826
1724,109351,"Paul ter Horst","2014-08-05 07:55:15",0.50275,11,paulterhorst
1725,127158,Sidimusprime,"2014-11-20 20:31:37",0.50286,4,sidimusprime
1726,127871,"Big Money Bayes' Big Money Boys","2014-11-27 14:35:07",0.50301,8,"bapannarama,mrwoodbridge,panbar"
1727,136625,cherish,"2015-01-04 06:10:15",0.50321,10,cherish277675
1728,111263,"Mahesh Jayawardhana","2014-08-17 16:03:57",0.50331,9,maheshjayawardhana
1729,126101,"Nanditha Sree","2014-11-15 05:14:09",0.50335,1,nandita
1730,171580,"tea triana","2015-04-22 05:04:52",0.50335,1,teatriana
1731,136603,small7,"2015-01-04 07:27:35",0.50347,7,small71
1732,127150,DardenDST4,"2014-11-20 19:53:47",0.50353,2,dardendst4
1733,161528,"Shikhar Sethi","2015-03-31 12:02:09",0.50361,2,shikharsethi1
1734,119668,BratWursts,"2014-10-08 20:02:40",0.50364,9,"crimzoid,jakubczakon"
1735,126911,HereForTheBeer,"2014-11-20 20:40:51",0.50364,6,hereforthebeer
1736,109231,"Nadeesha Ranaweera","2014-08-16 14:32:16",0.50366,10,nadeesharanaweera
1737,127154,"Helena Kim","2014-11-20 20:56:27",0.50372,3,helenakim
1738,127157,Dardenteam9,"2014-11-20 20:05:42",0.50372,1,dardenteam9
1739,124086,"Christopher Miller","2014-11-03 03:41:46",0.50405,4,christophermiller1
1740,111318,"Kai Xin, Thia","2014-08-11 08:24:56",0.50408,8,thiakx
1741,107138,ehwang,"2014-07-28 17:22:41",0.50409,4,ehwang
1742,136648,goog001,"2015-01-03 12:13:53",0.50419,5,goog001
1743,100039,Nevin,"2014-07-07 11:55:58",0.50423,14,nevink
1744,107326,Aupathletic,"2014-08-28 17:26:36",0.50437,3,aupathletic
1745,124049,jay1991,"2014-12-01 22:11:44",0.50442,12,jay1991
1746,109601,"Stuart Barrow","2014-08-14 14:08:37",0.50469,10,sbarrow57
1747,157619,yoshi,"2015-04-10 06:09:42",0.50475,2,yoshi5
1748,136702,ccmr,"2015-01-04 07:07:15",0.50517,10,ccmr277773
1749,154301,"derya dengi","2015-03-12 17:16:57",0.50537,10,deryadengi
1750,99826,bloom,"2014-06-10 00:00:11",0.50543,3,bloom1
1751,123329,Yuliya,"2014-12-15 14:12:39",0.50543,3,yuliya
1752,98752,"Carter Wang","2014-06-09 20:55:26",0.50551,21,cwang912
1753,125153,"Klemen Marolt","2014-11-16 23:07:28",0.50555,6,klemenmarolt
1754,183332,"Nick Ettlinger","2015-05-21 15:41:31",0.50564,4,ettlinger
1755,113390,"Ashic Mahtab","2014-08-20 14:07:27",0.50567,5,mahtab
1756,126306,ncDataNerds,"2014-11-20 22:59:32",0.50571,10,"abhiabhi15,nisarg64"
1757,178152,"Diane Losardo","2015-05-11 16:25:10",0.50575,1,dianelosardo
1758,116202,"Bayu Perdana Putra","2014-09-11 07:32:53",0.50582,2,bayuperdanaputra
1759,118306,"Fatma Zohra Hannou","2014-09-22 15:38:25",0.50600,3,fatmazohrahannou
1760,111712,YWilson,"2014-08-17 23:09:48",0.50640,15,ywilson
1761,139398,"RatedR N","2015-01-19 10:42:00",0.50651,2,ratedrn
1762,147990,"Paul Wild","2015-02-28 00:12:40",0.50653,12,paulwild
1763,139308,"Bigmind Group1","2015-01-18 16:19:26",0.50658,1,bigmindgroup1
1764,163657,"Harry Lim","2015-04-09 08:38:30",0.50658,5,rikka94
1765,103656,"Robert Lehman","2014-06-30 16:18:29",0.50663,6,robertlehman
1766,124877,kuangzhexi,"2014-11-07 08:42:34",0.50665,5,sars715
1767,139179,"Tuan Hoang","2015-01-25 09:51:10",0.50673,2,tuanhoang0
1768,111038,"The Predictive Team","2014-08-13 19:19:26",0.50676,1,"franciscovaldez,manuelrodrigues0"
1769,172821,"team chopsticks","2015-04-28 03:33:51",0.50686,14,teamchopsticks
1770,172523,(RPNC)^2,"2015-04-30 20:59:43",0.50686,15,"racheljordan,ranjani25,rpnc285097"
1771,132343,"Tomer kalimi","2014-12-23 07:06:47",0.50689,5,tomerkalimi
1772,102525,"John Cook","2014-07-06 13:51:55",0.50706,2,johncook
1773,111694,atomiconium,"2014-08-17 13:43:09",0.50722,17,atomiconium
1774,126985,"Joe Bright","2014-11-20 18:24:21",0.50728,5,joebright
1775,129908,"Hanzhong Xu","2014-12-07 15:52:33",0.50731,2,brandonxu
1776,136539,"sherly wang","2015-01-04 11:31:57",0.50739,6,sherlywang
1777,132769,UPV_SIE_LuisJoseGarciaPuchades,"2015-01-08 14:01:13",0.50743,61,upvsieluisjosegarciapuchades
1778,131517,"Paul Inder","2014-12-13 02:16:34",0.50743,2,paulinder
1779,176363,hekkus,"2015-05-02 10:26:51",0.50744,8,ifness
1780,132405,"Konstantin Merenkov","2014-12-17 00:15:03",0.50766,4,kmerenkov
1781,138660,"Niko 2","2015-01-14 15:00:23",0.50766,4,niko2281519
1782,126958,"Bike Share Hathaway","2014-11-20 20:13:48",0.50777,2,alexgraber
1783,147793,Farley,"2015-02-20 22:23:58",0.50779,1,farley
1784,121076,"Zahil Shanis","2014-11-06 11:55:54",0.50785,2,zahilshanis
1785,129168,Magnus,"2014-12-02 19:08:12",0.50795,3,magnus5
1786,182142,"Tom Smuc","2015-05-23 06:03:51",0.50799,3,trenderiy
1787,111320,"Gautam Gogoi","2014-08-25 16:22:10",0.50815,26,gautamgogoi
1788,111295,"Dinesh Kuruppu","2014-08-17 02:30:44",0.50823,5,dineshkuruppu
1789,128693,"Mike Davison","2014-11-28 20:29:42",0.50826,5,mikeydavison
1790,103389,"Madhura Jayaratne","2014-08-21 18:53:30",0.50833,9,madhuracj
1791,183126,KU_PR_15-1_3,"2015-05-27 02:46:14",0.50837,20,kupr1513
1792,162032,"Ioana Croitoru","2015-05-27 17:37:39",0.50843,16,ioanacroi
1793,135523,br00t,"2014-12-27 18:53:21",0.50845,2,br00t4c
1794,147449,dirtyfeet,"2015-02-26 04:15:10",0.50867,18,dirtyfeet
1795,164015,"Gowdhaman Dhandapani","2015-04-08 09:40:36",0.50869,6,gowdhamand
1796,123646,hadm6010,"2014-11-03 20:04:09",0.50912,6,hadm6010
1797,119759,"Andrés Borrero","2014-10-02 22:25:49",0.50918,2,andresborrero1
1798,175739,"Epid Nguyen","2015-05-18 08:21:58",0.50948,11,epidnguyen
1799,124055,"Derrick Roberts","2015-05-29 21:47:10",0.50955,10,derrickroberts
1800,115877,"Matt Sco","2014-09-05 17:09:02",0.50963,1,mattsco
1801,102711,samuel,"2014-07-01 20:05:05",0.50966,24,sflender
1802,125230,"Pablo Maldonado","2014-11-21 10:19:03",0.51030,19,del=8f45f69918033649
1803,183055,g.paulon90,"2015-05-23 13:23:29",0.51035,5,gpaulon90
1804,126953,"CANDY QU","2014-11-20 03:42:03",0.51059,1,candyqu
1805,144847,"Alkeos Tsokos","2015-02-19 18:08:43",0.51060,5,tsokosa
1806,184111,Kamila,"2015-05-29 13:49:33",0.51061,13,kamila
1807,113442,"Saso Koren","2014-09-03 19:54:49",0.51090,7,sasokoren
1808,130786,"Hung-Chang Huang","2014-12-16 00:00:12",0.51099,4,del=022815479714064a
1809,127251,WhiteBoardMarker,"2014-12-09 13:26:27",0.51101,8,idrcee
1810,102807,jsolis,"2014-07-22 04:42:41",0.51104,12,jeffreysolis
1811,141113,itsukit,"2015-01-24 09:00:39",0.51105,1,itsukit
1812,114638,"David Humeau","2014-10-04 16:10:22",0.51105,9,davidhumeauf
1813,136552,xBey,"2015-01-04 06:47:45",0.51106,10,xbey277458
1814,126567,"Evan 2","2014-12-12 23:26:34",0.51121,9,evan9157777
1815,132548,"Luke Godwin-Jones","2014-12-17 19:26:36",0.51142,6,lagodw
1816,111802,"Robert Doherty","2014-08-22 02:32:22",0.51144,4,patientfrog
1817,111779,Arovet,"2014-08-12 13:08:04",0.51147,1,arovet
1818,124198,"abhishek mishra","2014-11-14 02:50:19",0.51206,9,abhishm
1819,124398,marshill,"2014-11-06 00:51:56",0.51208,7,marshill
1820,136131,"Simo R","2015-01-04 11:13:06",0.51223,9,simor268192
1821,135904,"Brad Barber","2014-12-29 15:38:40",0.51235,1,bradbarber
1822,125661,"Brett Morrison","2014-11-16 19:51:33",0.51261,1,brettmorrison
1823,98565,piotrek,"2014-06-15 17:36:32",0.51271,20,piotrw
1824,112512,nate,"2014-08-21 15:37:04",0.51280,28,nate11
1825,107397,clare,"2014-07-27 12:39:34",0.51289,1,clarek
1826,138144,Uday,"2015-01-13 13:05:44",0.51294,4,ubsingh9
1827,124801,"anton 2","2014-11-07 15:20:02",0.51300,3,anton11
1828,146567,"Darren Hails","2015-02-17 00:33:11",0.51303,3,darrenhails
1829,164516,"nicholas shew","2015-04-10 13:28:43",0.51303,4,nicholasshew
1830,185471,BeBu,"2015-05-28 19:02:32",0.51312,3,huydao
1831,138642,"Tomáš Witzany","2015-01-15 14:59:47",0.51322,10,tomaswitzany
1832,163457,"Jason 2","2015-04-08 02:43:57",0.51325,15,jasonlengxm
1833,137695,"Greg Farrenkopf","2015-01-15 23:11:30",0.51329,10,gfarrenkopf
1834,157248,"Andy Pohl","2015-03-22 00:05:50",0.51329,4,andypohl0
1835,111908,"S Rajendra Kumar M","2014-08-19 00:16:24",0.51337,23,srajendrakumarm
1836,169910,Banner,"2015-04-21 20:51:56",0.51342,10,banner0
1837,123324,"Andres Kull","2014-10-28 18:12:09",0.51342,2,andreskull
1838,123325,TeamKafai,"2014-10-28 18:05:48",0.51342,1,mkafai
1839,123326,"Hongwei Shang","2014-10-28 18:08:54",0.51342,1,hongweishang
1840,131213,"Johannes Fuchs","2015-01-07 10:26:19",0.51342,9,johannesfuchs
1841,136108,Opening_D,"2015-01-03 07:24:26",0.51344,15,ecbd2010
1842,163240,prudhvirazz,"2015-04-05 17:33:35",0.51347,5,del=c847b078443444b2
1843,147901,omrane,"2015-02-22 18:46:27",0.51360,10,omrane
1844,116196,Minchieh,"2014-09-17 14:49:18",0.51364,4,minchieh
1845,125807,"Jai Alla","2014-11-13 03:05:34",0.51376,1,jaialla
1846,136682,slzhang,"2015-01-03 14:34:48",0.51380,5,slzhang
1847,168512,"Yurou Yang","2015-04-16 15:18:09",0.51405,3,yurouyang
1848,117622,rocknrolla,"2014-10-13 09:34:28",0.51424,12,leventesziranyi
1849,98546,Migros_Swiss,"2014-06-06 07:49:45",0.51432,16,migrosswiss
1850,108939,"Bart Hanssens","2014-08-13 18:41:30",0.51442,7,barthanssens
1851,165770,aleacy,"2015-04-10 22:14:46",0.51447,3,aleacy1
1852,185724,DavidLucas,"2015-05-29 15:21:03",0.51453,3,davidl6
1853,138272,Aude,"2015-01-15 13:25:13",0.51462,6,aude1278628
1854,125500,KT,"2014-11-25 05:50:44",0.51462,10,katieleung
1855,179363,ashras,"2015-05-12 16:51:30",0.51470,11,ashras
1856,123440,"El Cogito","2014-11-02 12:35:59",0.51488,3,elcogito
1857,129948,sobach,"2014-12-08 15:25:39",0.51500,5,sobach
1858,147551,"Michael Leung","2015-02-24 11:26:10",0.51505,4,codingonthetrain
1859,126444,Sunil,"2014-12-08 01:45:10",0.51524,11,sunilsrinivasa
1860,128530,Hamad,"2014-11-27 05:06:10",0.51547,1,hammad
1861,177157,peeps,"2015-05-03 18:59:42",0.51584,4,tsgpeeps
1862,147641,"Nanun Tr","2015-04-24 00:27:59",0.51585,8,nanunkag
1863,123875,MikeT,"2014-11-03 15:20:53",0.51663,6,mctaylor
1864,136303,"prabhakaran Arivalagan","2015-01-01 03:03:49",0.51679,4,prabhakaran
1865,126838,dandikunited,"2014-11-25 22:21:06",0.51683,4,dandikunited
1866,99106,"The Brothers V","2014-11-02 23:30:15",0.51684,10,"del=dcbcbbf15fd27495,ryanvogan"
1867,145176,"Esteban Zapata","2015-04-17 21:38:19",0.51697,5,estebanz01
1868,135743,ksar,"2014-12-29 00:49:23",0.51699,7,ksar00
1869,125973,Peter87,"2014-12-04 17:12:27",0.51714,8,peter87
1870,180209,ShanRiz,"2015-05-23 16:55:21",0.51721,11,shanriz
1871,105148,"oh my","2015-01-30 19:00:04",0.51730,13,ohmy21082
1872,135211,Sree.G,"2014-12-27 01:50:58",0.51733,10,sreeg241982
1873,138103,yhosoai,"2015-01-11 05:59:28",0.51734,2,yhosoai
1874,131104,"Nathaniel Ho","2014-12-11 21:19:55",0.51741,5,nathanielho
1875,126369,Ilya_Gerasimov_EPAM,"2014-11-17 11:58:45",0.51765,2,ilyagerasimovepam
1876,112627,"Wagner Barretto","2014-08-20 23:49:23",0.51772,6,wagnerbarretto
1877,109006,jayb,"2014-08-05 01:35:21",0.51791,17,jayb3220442
1878,161852,"hema parthasarathy","2015-04-15 16:13:03",0.51862,11,"hemaparthasarathy,rajibtw"
1879,111439,Nich,"2014-09-25 12:38:03",0.51930,30,nichall
1880,180729,jsc421,"2015-05-14 03:05:18",0.52008,7,jsc421
1881,152048,"Rafael Gomes","2015-03-06 02:35:19",0.52013,11,grafael
1882,113169,Starboy,"2014-08-22 12:47:56",0.52038,10,starboy
1883,124915,garffy,"2014-11-27 14:44:47",0.52046,41,"garffy,joyszt,joytagle"
1884,181730,FerrisWheel,"2015-05-20 08:38:59",0.52088,4,ferriswheel
1885,121900,essen,"2014-10-20 02:44:28",0.52113,1,essen1
1886,136075,louisliang,"2014-12-30 13:10:33",0.52117,1,louisliang
1887,173868,"Neel Shah","2015-04-30 00:40:18",0.52133,15,neelshah0
1888,139249,"Michael Sadowsky","2015-01-18 14:53:57",0.52141,3,michaelsadowsky
1889,113547,"Brad Black","2015-05-29 22:30:16",0.52145,4,bradfordblack
1890,111160,Kowsika,"2014-08-16 17:35:11",0.52155,6,kowsika
1891,114457,"B.j. Glorioso","2014-09-03 00:45:35",0.52168,5,bjglorioso
1892,139032,Stephen,"2015-01-16 16:37:08",0.52191,2,sgaw88
1893,167643,"Eric Fu","2015-04-17 18:19:36",0.52200,9,minun124077
1894,154002,ASP,"2015-05-29 19:28:55",0.52209,16,"ansaria,pjmaybank,sofiapiltz"
1895,137503,"Josh 2","2015-01-08 01:30:26",0.52218,2,tr09d0r
1896,103747,swaller,"2014-07-10 03:56:42",0.52218,7,swaller
1897,106242,"Ryan Kelly","2014-07-21 06:03:56",0.52225,11,ryankelly3
1898,155361,Lamafia,"2015-03-18 06:01:35",0.52262,4,lamafia
1899,107151,"Oswaldo F. Domejean","2014-09-17 02:56:58",0.52319,31,ofdomejean
1900,130322,chege,"2014-12-07 03:21:08",0.52335,4,chege266743
1901,116324,azabet,"2014-09-10 19:52:24",0.52401,6,azabet
1902,106735,DataStunneR,"2014-08-22 04:37:13",0.52427,6,datastunner
1903,176866,lemonsong,"2015-05-29 21:25:56",0.52428,12,yilinw
1904,97148,Francis,"2014-06-04 04:22:36",0.52446,4,fc2017
1905,109575,"Teru Watanabe","2015-05-26 15:13:48",0.52446,15,watanabe8760
1906,123386,randomjohn,"2014-11-07 18:57:58",0.52451,30,johndjohnson
1907,129439,lawlIET,"2014-12-10 19:06:11",0.52456,8,lawliet
1908,164150,"Ryo tsuru","2015-04-11 14:43:58",0.52464,9,ryotsuru
1909,128421,towelie,"2014-12-16 15:42:11",0.52508,24,towelie
1910,134473,"James 2","2014-12-29 13:43:19",0.52540,9,jamesloy
1911,134030,"Shafaq Khan","2014-12-20 07:27:18",0.52585,10,shafaqkhan0
1912,127142,hoo,"2014-11-20 19:21:49",0.52632,1,hoo260801
1913,127148,DataKings,"2014-11-20 19:59:35",0.52632,4,datakings
1914,146925,"Amos Fang","2015-02-24 12:10:44",0.52641,11,del=8b265e03289a287c
1915,126380,"Gabriel Mesquita","2014-11-17 14:08:08",0.52649,1,gabrielmesquita
1916,153370,Varmag,"2015-03-08 15:31:35",0.52664,1,datasquad
1917,135669,dragon007,"2015-01-04 03:24:30",0.52666,16,dragon007
1918,123323,jcingram12,"2014-10-28 18:04:44",0.52667,1,jcingram12
1919,174587,asimsaleem,"2015-04-30 00:43:54",0.52667,9,asimsaleem
1920,119670,trgrmtn,"2014-10-19 12:17:39",0.52718,7,trgrmtn
1921,131417,UPV_SIE_AlejandroLledoLloris,"2015-01-07 13:54:57",0.52753,38,upvsiealejandrolledorafaelcliment
1922,109341,Maxiter,"2014-11-03 00:21:04",0.52761,31,ilanreiter
1923,136921,Veve,"2015-01-08 14:01:30",0.52767,11,veve278037
1924,136713,UPV_SIE_VicenteMiguelGimenezSolano,"2015-01-08 14:17:10",0.52767,14,upvsievicentemiguelgimenezsolano
1925,122846,"[Deleted] bb48d2c3-d2df-4b40-95d7-4aa12260133e","2015-03-02 13:40:43",0.52779,5,del=19ab0d0746b2b3a4
1926,182267,"Ram Ramanathan","2015-05-19 13:27:54",0.52785,8,ramsthere
1927,181518,GouriMuriki,"2015-05-15 10:27:49",0.52816,4,gourimuriki
1928,135924,UPV_SIE_AndreaLandaFerrer_HectorRamiroSerrano,"2015-01-14 11:49:23",0.52826,25,upvsieandrealandaferrerhectorramiroserrano
1929,129551,UPV_SIE_BorjaGalianTorro,"2015-01-08 11:40:58",0.52833,39,upvsieborjagaliantorro
1930,99983,JR21,"2014-06-17 20:13:45",0.52867,5,julr21
1931,141896,generalledge,"2015-01-29 00:54:48",0.52873,7,generalledge
1932,178330,woobe,"2015-05-25 01:13:24",0.52885,5,jofaichow
1933,148044,qwert,"2015-02-22 12:01:52",0.52943,3,sawthat
1934,144917,HulkBulk,"2015-05-29 22:15:45",0.52952,23,hulkbulk
1935,98673,"Michel Blaauw","2014-07-13 23:44:08",0.52958,3,michelblaauw
1936,179406,"Erik Rigtorp","2015-05-23 03:42:23",0.52978,6,rigtorp
1937,111101,"Anthony Faulds","2014-11-05 18:26:03",0.52979,12,afaulds
1938,136087,trident,"2015-01-08 22:22:23",0.52980,11,trident
1939,122717,"Richard from Holland","2014-10-26 11:21:20",0.52991,10,richardfromholland
1940,136653,Optimus,"2015-01-04 07:23:18",0.53029,10,optimus4
1941,113982,"Boxun Zhang","2014-08-23 06:44:25",0.53030,1,zhangboxun
1942,127561,"Jeff Moser","2015-05-15 15:22:23",0.53062,5,jeffmoser
1943,171199,TW-NCCU,"2015-05-13 13:21:54",0.53092,2,gfh62001
1944,184449,"HyunKyung  Bae","2015-05-29 14:09:25",0.53100,5,hsbae702
1945,99655,"Matt L","2014-06-16 23:15:57",0.53110,1,mattl2
1946,111500,"Jacob Hickson","2014-08-19 13:27:44",0.53128,9,jacobhickson
1947,185605,mynameis,"2015-05-29 00:45:32",0.53148,4,mynameis
1948,164805,"Jie Zheng","2015-04-29 22:14:39",0.53159,25,jiezheng0
1949,178876,"Zohar & Igal","2015-05-25 13:46:34",0.53181,9,zoharel
1950,146378,"Bats & Robots","2015-02-16 00:10:55",0.53182,6,snowdog
1951,124910,bluecloudws,"2014-11-11 21:04:57",0.53226,16,bluecloudws
1952,161774,"Joyce Fang","2015-04-01 02:02:57",0.53264,1,jfangkaggle
1953,146032,"James Ma","2015-02-16 19:47:34",0.53299,17,saavyshopper
1954,113112,"Team Apptopia","2014-08-25 01:56:32",0.53351,5,"bissell,jlc142"
1955,109372,"Clifford Anderson-Bergman","2014-08-03 20:17:53",0.53360,2,cliffordandersonbergman
1956,185007,litalR,"2015-05-29 20:16:43",0.53384,7,litalr
1957,160388,MrGraeme,"2015-04-04 23:25:27",0.53406,15,mrgraeme
1958,166410,Team6USF,"2015-04-14 18:57:10",0.53429,7,team61
1959,128820,YanMan,"2014-11-29 13:34:11",0.53447,3,yanman
1960,125557,Anouilh,"2014-11-13 17:47:06",0.53452,8,tobestar
1961,177343,"Keith Gudger","2015-05-06 05:22:03",0.53503,2,kgudger
1962,185702,Apsel,"2015-05-28 16:23:13",0.53506,3,apselbear
1963,99078,"Boy Band","2014-07-13 08:33:13",0.53514,7,"jamesbien,ngparas,rohanagarwal"
1964,154831,vudumokus,"2015-03-30 19:12:35",0.53529,6,vudumokus
1965,97225,"Stephen Helms","2014-05-30 11:11:11",0.53531,2,stephenhelms
1966,118913,THAC0,"2014-10-07 18:41:49",0.53542,4,"johncampbell,jsalzwedel"
1967,112272,darkhorse,"2014-08-17 18:47:10",0.53542,7,darkhorse6
1968,111791,"Noel Evans","2014-09-15 15:42:32",0.53544,12,noelevans
1969,147396,BU_Chiberia,"2015-02-21 16:42:14",0.53545,10,"bdhope,feifei4,gurshchanney"
1970,157540,diadem_gyl,"2015-04-06 03:43:15",0.53556,7,diademgyl
1971,116689,Erik,"2014-09-12 12:04:41",0.53557,6,erikerik
1972,107440,"sujoy kumar chatterjee","2014-08-18 09:36:05",0.53571,18,sujoyjoy
1973,129109,JoeM,"2014-12-07 22:33:54",0.53573,7,joem2255983
1974,151990,jjkavalam,"2015-03-11 14:24:26",0.53573,6,jjkavalam
1975,138503,Mariette,"2015-01-15 14:39:24",0.53580,3,mariette0
1976,160083,"Shivani Kabu","2015-03-30 09:07:22",0.53581,5,shivanikabu
1977,106789,"Grégoire Satre","2014-11-01 05:24:40",0.53582,9,gregoiresatre
1978,121929,"paolo inglese (mlsp)","2014-11-05 12:03:38",0.53594,19,mrenglish
1979,182360,MrFroll,"2015-05-20 21:30:11",0.53595,9,mrfroll
1980,125719,Cecilia,"2014-11-19 11:31:34",0.53621,4,cecilia5
1981,118309,"Boulos Asmar","2014-09-22 15:21:48",0.53622,1,boulosasmar
1982,114193,Vaibhav,"2014-09-16 07:40:33",0.53623,7,vaibhavbhat
1983,114559,"Gideon Rosenthal","2014-08-27 12:57:03",0.53656,5,gidonro
1984,127125,lando86,"2014-11-24 16:00:08",0.53668,11,lando86
1985,159215,wouldntyaliktono,"2015-03-26 01:12:14",0.53693,9,mtoconnor
1986,165148,"Narendra Roy","2015-04-11 17:10:14",0.53703,11,roynarendra11
1987,111037,"Heon Sung Lee","2014-08-08 00:15:21",0.53709,1,heonsunglee
1988,136738,"kungfu boy","2015-01-04 05:28:53",0.53718,6,kungfuboy
1989,130114,"巧雯 贾","2015-01-04 05:12:27",0.53718,12,user264515
1990,129611,Hurryhao,"2014-12-07 17:37:12",0.53726,2,hurryhao
1991,166782,"Renato Ferreira","2015-04-21 04:25:49",0.53731,7,renatoferreira
1992,157636,Thibault,"2015-03-26 13:05:29",0.53739,6,wawanco
1993,146266,"Kim  Daesik","2015-02-15 05:26:06",0.53744,9,chuckgu
1994,126916,noelk,"2014-11-19 23:34:52",0.53791,3,noelk260331
1995,147171,"Chonpicha S","2015-04-24 12:28:55",0.53830,22,chonpichas
1996,124010,"Yifan Zou","2014-12-07 15:22:32",0.53842,14,yifanzou
1997,136042,"Manish Varma","2014-12-30 11:25:26",0.53865,4,mvdmanish4
1998,130474,UPV_SIE_IgnacioDavoEscriva,"2015-01-08 17:27:23",0.53908,58,upvsieignaciodavoescriva
1999,125886,"Sriram Venkat","2014-11-14 10:14:07",0.53944,4,sriramvenkat87
2000,119788,NullSpace,"2014-10-04 06:58:51",0.53947,7,zdaniels
2001,106431,DanC,"2015-05-29 11:12:43",0.53948,20,ecodan
2002,128652,L.A.,"2014-11-27 19:33:20",0.53952,4,la2264355
2003,123262,frankli1981,"2014-11-24 11:17:32",0.53958,45,frankli1981
2004,136637,andwrew,"2015-01-03 09:17:45",0.53965,5,andwrew
2005,110901,PR_in_DH,"2014-08-13 09:12:16",0.53978,14,poojarao
2006,166397,smithio,"2015-04-12 22:39:53",0.53993,3,smithio
2007,176145,aoak,"2015-05-01 06:51:09",0.54024,1,akshayoak
2008,136740,m2408gj,"2015-01-04 07:53:17",0.54038,7,m2408gj
2009,97215,ahs1001,"2014-06-06 16:28:43",0.54046,1,ahs1001
2010,102741,"Christian Stade-Schuldt","2014-06-23 17:22:14",0.54065,7,tafkas
2011,147925,G.M.S.,"2015-02-21 19:02:02",0.54077,2,gms661
2012,183682,smile,"2015-05-29 13:15:50",0.54094,19,smilefornogoodreason
2013,123895,Yuznik,"2015-05-06 20:48:17",0.54132,8,yuznik
2014,122695,apoorv_anand,"2014-10-25 09:11:55",0.54141,2,apoorv7491
2015,112547,drj571,"2014-08-17 04:40:09",0.54192,5,drj571ku
2016,130368,rvprasad,"2014-12-17 21:29:52",0.54203,16,rvprasad
2017,142306,jjinking,"2015-02-07 11:12:32",0.54206,8,jjinking
2018,131986,zfunk,"2014-12-17 09:08:08",0.54238,4,zfunk270842
2019,129328,BikeShare,"2014-12-07 07:42:34",0.54273,2,bikeshare
2020,141886,"Victor Ignatiuc","2015-01-28 19:36:39",0.54275,2,victorignatiuc
2021,118298,ML398,"2014-09-22 15:39:15",0.54275,5,cedias
2022,184375,WhereIsMyWitcher,"2015-05-23 20:06:19",0.54276,2,witcher
2023,126979,ivysquirrel,"2014-11-20 18:58:15",0.54311,1,ivysquirrel
2024,121160,zz,"2015-03-03 20:48:46",0.54338,4,lililil
2025,125650,"Li Muqi","2014-11-12 01:55:06",0.54342,1,limuqi
2026,118962,"Bim Sawitree","2014-10-10 10:51:25",0.54343,10,bimsawitree
2027,134075,UPV_SIE_Jesus_David,"2015-01-08 15:52:09",0.54351,31,upvsiejesusdavid
2028,163445,Poolmee,"2015-04-07 02:19:27",0.54373,11,poolmee
2029,115356,SergeyA,"2014-09-10 11:47:28",0.54376,20,sergeya
2030,99261,"Puma Lightning","2014-06-28 03:05:21",0.54405,2,bmax192286
2031,182247,ZendoTech,"2015-05-24 16:56:31",0.54438,17,zendotech
2032,136342,"Andrew Geisler","2015-01-01 20:38:32",0.54462,3,andrewgeisler
2033,143028,"Oriol Cosp","2015-05-13 14:52:27",0.54465,10,oriolcosp
2034,166014,Scooby,"2015-04-25 12:41:53",0.54488,23,scooby0
2035,124652,"Sean Hannley","2014-11-09 23:06:40",0.54519,7,seanhannley
2036,183977,"Anatoly Krotov","2015-05-25 10:19:46",0.54520,3,askrotov
2037,135104,"Abhishek Dalmia","2014-12-24 12:21:18",0.54529,2,adalmia01
2038,145627,"John Cusack","2015-04-15 04:44:14",0.54543,3,jc1234
2039,122101,mfrasco,"2014-10-23 12:58:22",0.54554,8,mfrasco
2040,151102,UCL_prepare_for_exam_guys,"2015-03-28 14:35:45",0.54559,11,"del=9f8c55e7cd419d6a,hopshackle,mengjiaowang1"
2041,108642,"Anuj Saini","2014-07-29 12:36:36",0.54590,3,anujsaini
2042,172899,Wrayb,"2015-04-29 21:34:02",0.54632,9,wrayb12
2043,121614,"Jeff in Boston","2014-10-16 21:55:03",0.54673,4,jeffinboston
2044,147089,sather,"2015-02-18 23:33:35",0.54679,3,del=4cd789396f92e511
2045,172922,"Tun Liangpaiboon","2015-04-25 18:10:26",0.54707,4,tunlpb
2046,97556,"Jason Karpeles","2014-07-01 01:07:04",0.54726,3,jasonkarpeles
2047,116511,"Jichuan Feng","2014-09-10 18:54:36",0.54828,2,jichuanfeng
2048,117928,"Yohan ALAZET","2014-09-21 19:10:42",0.54868,6,generaldesnouettes
2049,132049,UPV_SIE_SergioAlemanyCalatayudEthanMartinezEscamilla,"2015-01-08 14:21:31",0.54886,17,upvsiesergioalemanycalatayudethanmartinezescamilla
2050,136560,heyi,"2015-01-03 06:58:22",0.54902,6,heyiayi
2051,136657,UPV_SIE_JosepGimeno,"2015-01-08 11:36:38",0.54914,26,upvsiejosepgimeno
2052,130263,"Antti K","2014-12-14 11:25:32",0.54929,7,anttik
2053,138286,"Q Zhang","2015-02-17 16:29:41",0.54978,8,qzhang1
